	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random20	7978.37	23446.4	435906	75	50	267781	50	678514	23460.6	77184.9	145783	224049	2571.44	197933	31097.3	6737.37	11285	5916.41	100	89590.6	39893.6	77964.3	198.759	566.874	101.727	14288.1	186112	80350.1	20132.4	379.611	74257.1	50	169808	49945.4	5951.8	109933	179386	55593.9	6734.91	55753.2	14800.9	79399.6	28699	27390	167026	90511.9	80144.3	75	69384.4	15773.5	206989	1.11046e+06	36817.7	21122.6	1683	7984	108	26961.4	12967.2	235250	320524	29957.8	12316.2	41938	127085	368032	36436.6	46719.4	117819	316417	50	22279.6	865053	135196	70169.1	2387	46731.3	376546	5722.53	22214	3276.73	97451.6	8523.24	50	50	50	78008.9	16400	92201.1	6412.61	100	50	124089	50	59129.4	182979	40769.7	50	63506.7	50	247502	45005.6	34308.9	103958	230003	150	138561	54991.5	100	46207.9	11265.8	50	50	50	46307.9	19975.6	11116.4	88524.5	16243.2	6525	50	434634	129809	100	74655.5	100	100	
Random21	41368.2	360277	51231	2989.25	50	218093	50	50	29803.1	41416	105355	29608.2	22928.5	244930	10889	13738.6	97955.9	50245.3	100	46924.1	28873.5	35023.7	136167	153538	399.128	21699.1	186450	543228	180453	64405.7	111612	50	9072.03	17975.1	253651	4374.15	215708	189105	187163	70692.5	27152.7	7037.84	178257	102957	101443	291171	7530.83	75	79792.3	117844	148791	102335	97859.3	15284.2	412715	547739	100	18535.4	5188.32	275895	93877.2	22586.7	100	27182.8	237086	148283	4055.17	27087.7	75	142319	50	28146.6	37800.3	18748.6	50982.1	8155.27	42879.3	143220	12148.3	326755	4779.7	29772.2	672470	50	50	514054	62.5	72681	41466	75	14235.4	50	43256	50	12180.4	22248.7	30410	50	586987	50	12591	91152.8	197338	100	13061	150	100	4314.3	100	88446.2	97737.1	50	50	50	88546.2	29463.5	70017.1	21500.7	50	135224	50	75	369891	100	108403	100	47488.1	
Random22	626696	19216.7	21555.9	75	16810.8	3056	50	50	9973.95	1.12279e+06	443985	48727.1	3183.74	66513.3	47014.9	11011.8	14034.2	6869.28	100	16899.8	5683.25	975657	982.019	1300.99	141698	2580.09	117319	85753.2	51528.1	2729.39	98213.2	50	36856.6	137547	30556.7	264039	263136	589358	66013.5	49084.9	29505.1	1012.81	213011	150	295506	147852	34789.3	75	13954.6	70475	48582.6	186628	105930	5578.28	211886	144913	50373	57249.8	73167.9	83069.2	75	111639	100	117695	140282	70485.9	59839.3	854215	75	17907.6	50	58811.3	1.25326e+06	963114	84567.2	150	83140	569449	39969.4	535716	189321	21785.7	61261.3	50	50	50	62.5	1002	1.12284e+06	2445.58	9254.3	50	187760	50	68460.3	63267.2	117473	50	205962	50	340369	13169.4	2161.06	100	100	150	100	132045	225618	111262	25677.1	50	50	50	383779	32437.3	24201.4	255811	50	53767.4	50	566789	100	100	188477	100	100	
Random23	3608.97	283975	50	39418.7	50	118110	50	50	51447.8	1.61235e+06	2.936e+06	12109	13422.7	112241	881.7	18047.2	59274.9	30321	705002	40425.5	13525.2	9235.99	373.806	4452.23	70	18061.5	921515	43701.3	73623.1	904.75	146538	50	12880.4	25928.8	264764	33682	306110	352402	278220	228479	9042.22	2.78805e+06	150	231125	79634.1	27009	29169.6	53368.1	49217.1	77946.5	82487.5	84642.1	1.16876e+06	2432.17	53439	100	36205.6	63478.8	4902.35	140369	4195.72	23669	9495.9	6314	96829	42025.1	54328.4	198249	75	59282.8	50	251069	258985	155569	96355.9	10612.6	16447.4	106098	4505.04	658843	23371.4	13743.6	39881	50	50	50	1.18114e+06	37105	1.7286e+06	6609.36	2570.22	50	3226.8	50	53923.9	14383	17117	50	200	22272.3	11153.1	89838.2	18380.7	100	75970	444487	9910.64	16866	100	170869	56695.8	50	50	50	510606	38330	26200.7	87799	50	14422	50	17719.6	100	100	29511.7	100	100	
Random24	13495.8	309918	123302	304345	50	416563	50	50	348106	614035	148976	570510	37820.2	530736	844.9	25450.6	166219	87686.4	118589	154478	66412	90443.1	569.62	4643.5	28812.8	675.66	336529	360617	147192	1492.19	177981	50	52999.4	22552.9	8411.88	81476	571166	46485.1	52714.4	328980	19199.1	12954.1	87705.5	419514	100	89467.1	51404.8	15325.3	562532	153550	490473	425172	219923	8523.11	607878	84414.5	233731	77524.8	8976.96	669887	75	333389	44668.6	123304	252718	116514	395363	11227.9	75	683039	50	50	131557	109584	75150.9	150	4354.55	25992.9	13984.7	27331.2	141327	123207	48355.5	2839	7080	4942	81088.7	3481	749888	259046	163469	108847	3079.6	50	86209.2	1.23294e+06	82289.7	50	320314	50	194669	1882.21	2021.74	100	30151.6	83271	151366	112888	100	400510	40169.6	50	50	50	722873	75378.5	13732.6	377282	50	150	1.28975e+06	75	257213	100	11433.6	100	1077.05	
Random25	464066	4630.73	497956	15358.4	50	142604	50	50	88338.3	432369	480075	213069	125948	367670	10736	82218	541544	238827	100	5343.25	1831.08	518462	580.389	59193.3	70	19934.7	348997	515027	27302.3	1524.5	512272	50	26868.5	38446.3	36125.4	36239.8	396851	119990	718898	90099.1	70035.8	649.263	85817.8	19994.8	21583.8	55680.6	216298	75	68791.4	37117.2	331543	1.04244e+06	119454	3404.52	265451	308675	100	102668	586078	373832	75	264980	100	3243.16	198851	243375	10120.1	27701.6	234016	173077	50	80998.9	138955	18694.1	456467	760.647	143815	328067	297611	38756	18962.2	36541.5	13240.7	50	50	50	62.5	47518	432419	75	57697.6	50	42644	50	29500.2	299828	167773	50	100526	50	198781	58356.7	291085	72322.4	124516	150	100	33150.1	100	286057	64762	50	50	50	286157	51173.5	58473.4	32180.9	50	43423.3	50	75	113478	100	344848	100	328096	
Random26	824253	24712.6	73740.7	1116	50	15668	50	50	102213	75	635257	621448	61448.7	318900	20014.3	45871.3	270832	140764	100	453558	224487	856028	708.546	139548	70	36336	726810	702472	2795.8	1908.97	697370	50	25118.6	69686.3	50894.8	73801	674035	634437	698225	106525	518673	23322.8	146258	105495	51799.4	141691	1.03311e+06	75	72254.4	137059	349263	78599.3	399577	2605.2	121142	44490	25634	51997.3	955487	406432	75	85854.9	100	16761	294894	46601	200566	966407	75	532316	72036.8	50	210724	1.09588e+06	915850	4176.7	139762	692879	618894	571436	156401	95148.7	185773	50	50	50	4102.8	5206	81982.6	20794.5	8495.16	50	79757.2	50	19042.4	61289.5	213805	50	200	50	25703.9	81820.2	1.0933e+06	100	100	10983.2	100	107482	100	376376	83731.6	50	50	50	484355	84546	1.33446e+06	286011	50	150	50	75	100	100	294170	100	100	
Random27	20654.1	6972.16	459295	128477	50	712695	50	50	24413.8	53900	219710	69191	24139.2	189344	27926.3	128778	68983.1	36175.2	100	28290	9480	289510	153.111	5454.61	70	27232.6	550663	248797	1.23403e+06	242.667	187718	50	35842.4	16502.2	33802.9	17390.1	154388	56267.9	66512.7	25157.4	279194	17432.6	171443	187710	142947	13475.2	16805.2	315280	251115	345907	166465	989973	48928.5	5357.45	150	2530	830.667	43508.2	14394.1	217398	23978	193730	100	46269	81534.6	186195	7181.28	6724.03	75	174130	64684.5	7794.82	50722.3	11834.9	402388	9757.47	1.40489e+06	300	12428.5	35809.1	83193.2	103230	323089	50	50	50	11469.7	218908	53950	75	10576.3	219310	111405	50	378060	15651	379696	50	1.28797e+06	50	528712	109471	53774.8	100	100	1.36159e+06	100	15065.2	100	39708.8	25533.4	50	50	50	39808.8	833.688	470132	72913.3	50	4772	50	218.75	100	100	3.66502e+06	1.56765e+06	348	
Random28	17031.3	499527	50	71323.3	50	2810	50	50	899049	177405	111664	167210	108030	3.15917e+06	424045	27317.6	652199	328564	100	36029.7	46322.1	28369.1	2790.97	14348.2	37444	455166	1.21242e+06	82901.4	133650	8156.25	2.86601e+06	50	15399.7	136081	15696.1	7662.33	145265	44257	349952	189733	42026.7	25492.1	79687.2	96065.2	45779.2	952512	43968	22282.3	1.77971e+06	2.06813e+06	3.19564e+06	48638.8	85040.3	12033.5	60850.2	54490.8	4626.53	204218	24793.4	4.57506e+06	142977	224048	100	6746	712706	120804	6131.52	13448.8	80550.4	1.37159e+06	50	250172	463250	40261.3	168148	910909	23281	18540	10004.3	16820.2	105209	242588	67543.5	35504.5	22330.5	21086.5	20704	920	432343	208125	161592	50	100	50	88218.1	110350	137409	50	115711	50	50	1.007e+06	459564	275558	53906.1	189730	100	3856.17	284079	134078	32728.4	50	50	49775.5	134178	18263.5	57956.2	363057	50	7420.2	50	75	602235	100	66749.3	100	100	
Random29	154168	26723.9	50	141576	50	631982	50	50	50057.7	1.06948e+06	533778	1.19486e+06	23720.3	104248	109067	66485.8	104823	53085	100	2544	898	197023	38239.5	2822.08	70	17698.3	312856	227389	41276.9	411212	344941	50	45749.8	5530.5	75780	181	882081	112311	820111	435750	421590	199880	587547	150	100	121284	50621.4	75	34660.4	11714.2	130624	21885.3	406686	101485	3273.2	33299.8	3704.53	55425.6	149514	130103	1.0163e+06	25951.4	100	263673	649595	922097	230753	123331	75	218076	469180	40680.1	48118.4	130656	210971	150	13910.5	28876.7	794297	637930	81470.8	36645	130614	50	50	50	62.5	210644	1.1598e+06	75	100	50	435969	50	78004.6	445274	55115.2	50	98362.3	50	42607.1	77628	28411.9	100	100	20982.3	40722.4	115.5	100	150	1.99899e+06	50	50	50	257927	110549	1.47846e+06	184317	50	41040.2	50	314.25	91561.5	100	72223.3	8118.14	3399	
Random30	104174	40631.8	146608	285.5	50	65943.9	50	50	35977	75	236198	69097	8989.68	82615	1495.9	24437.5	30490.9	12484.6	400545	33015.5	11055.2	87820.6	29777.8	929.496	70	49416.3	90896.7	212544	5788.2	45194.9	318928	50	31481.7	54475	7510.1	800	551840	39318.7	348399	257669	47084.5	270646	193221	192554	208611	155284	47575.5	75	109374	49769.8	92097.2	146708	82813.2	387455	61419.2	27881.8	18424.5	61776.6	7017.64	102396	6252.62	257999	100	577159	84015	115798	52320.7	7444.35	75	23861.3	50	52183.4	38051	49640.9	214074	16145.5	151367	1.30831e+06	3538.89	6101.23	375748	27962.1	2159.75	14111.9	50	50	67889.6	134	27700.6	22348.7	5614.39	50	5683.6	50	198199	20809.6	228273	50	200	50	50	139615	78708.1	100	100	22952.8	435	425	100	214479	49518.8	50	50	50	579429	69137.8	36870.7	564313	50	21636.2	50	98940.8	100	100	228144	100	1.68524e+06	
Random31	181115	109729	50	416479	50	1796	50	45095.6	65726.2	687468	649314	70888.3	159411	144827	1477.9	4663.29	638170	274195	100	1978.25	709.417	162241	27784	34409.5	70	16455	311683	490592	15531.9	293847	294399	50	64343.7	3389.93	24580.9	638414	70640.6	36309.4	44322.3	302224	88137.8	605080	533882	410990	458725	63691	66473.6	75	27192.1	15630.8	299719	8903.67	371357	10899.7	201416	162418	13082.7	437379	79223.7	182283	75	201725	100	26773.7	82803.3	119125	98498.5	5828.28	75	389830	392664	25303.3	15893.8	5966.35	163619	64968.7	38223.8	171827	43507.2	28986.1	199897	182700	6833.59	50	50	50	71191.6	582	687518	75	37210.8	50	5611.6	50	1.10594e+06	474866	256509	50	22989.4	50	50	58720.1	276476	100	4476.83	39138.4	100	400248	100	26504	6007.1	50	50	50	222635	9274.33	129193	290530	50	150	50	75	100	100	87606.6	100	100	
Random32	197422	201744	93328	2754	50	1.33178e+07	50	50	40500.8	196640	1.255e+06	497850	14448.6	170974	642.7	49739.1	63265.8	33371.3	100	695	281.667	174408	2853.64	1700.54	1552.74	24973.5	148308	2.00937e+06	199139	8344.25	1.75358e+06	50	45952.3	61650.8	51705.9	681121	1.46648e+06	90332.6	132686	106663	329272	15053.5	23102.2	59554.2	4048.18	36673.1	137125	93128.5	85234.5	92870	119699	266966	138838	17894.3	99303.2	62260.8	19206.5	14630.9	80889.9	188418	53358.9	68092.5	183932	1231	197794	483185	297964	32770.3	75	99911.7	53158	50	70888.6	190282	175416	295.598	49186.7	136785	372546	56699.9	39767.5	19331.4	4.05416e+06	30903.5	31740.5	30760.5	12787.5	4.43925e+06	218742	10113.2	64121.1	1.2546e+06	2270.8	50	7156.19	14344.2	103379	50	200	50	63937.2	102720	46970.9	100	22981.8	485671	352294	602882	100	316207	139695	50	50	1.46126e+06	584827	136968	915900	27351.9	50	20477.2	50	16017.8	100	100	115039	100	100	
Random33	3008.96	27179.3	152528	82709	50	4319	50	50	23300.7	15417	211999	96906.6	6802.01	143170	10117.5	747655	19568.4	10225.1	100	11503.8	3884.58	29665.9	884.63	948.636	70	3571.61	157938	65231.2	310809	2437.22	68919.2	50	60858.4	62866.3	30974.9	326352	838197	254328	380395	192693	9575.97	2073.26	282982	260121	85746.6	666.778	753.441	68543.7	101854	373967	125062	285650	8893.45	10438.5	15992	24621	100	22953.9	5401.26	166236	75	28267.7	100	10158	389143	35564.8	34025	207420	75	199351	50	1480.81	125230	272546	67545.2	53070	59563.6	196967	100935	183803	108147	79069.2	16695.5	50	50	52455.1	62.5	1423	15467	4595.9	74815.2	50	40170	50	55062.4	4483.97	43943.1	50	719398	50	75295.9	12568.8	8710.83	100	17155.1	288579	100	204203	100	294508	65608.4	50	50	50	294608	50	8359.14	658775	50	8829	50	114646	100	100	143190	100	205210	
Random34	63920.2	7540.15	50	244956	50	2.41527e+06	50	50	43664.8	4818.71	431364	949044	38917.1	249371	237481	15754	358950	180817	100	176949	84401.6	73725.9	11804	10152.1	2395.37	4907.61	276768	862658	442729	32283.9	1.06362e+06	50	50237.4	66082.1	61706.2	3276.24	297473	1.16816e+06	245226	79816.3	610798	9517.34	506714	394959	371949	54041.7	24980.1	75	101557	475624	312824	68588.3	159986	5033.85	150	330035	17830.7	107153	88254.4	196156	75	82944.2	460121	8159.6	230455	460221	11976	1.70354e+06	75	463502	14693.5	8536.81	120789	1.91321e+06	650409	31106.4	31266.9	292750	727351	1.18079e+06	235943	224968	58055.2	50	50	50	5667.59	805073	28168.3	75	159.824	50	949623	50	1.03694e+06	38156.6	1.75946e+06	50	646920	50	7086.39	21322.6	7973.09	100	34319.2	220124	100	5148.48	100	156967	35221.1	50	50	50	744875	38995.7	423360	115203	45925.2	383277	50	75	100	100	48363.3	100	369055	
Random35	58952.9	22948.2	5490.4	3.09017e+06	50	2.39256e+06	50	50	55569	64825.6	1.79414e+06	187822	149104	202578	159515	19093.8	656360	315563	100	3.55429e+06	2.64819e+06	51499.5	5521.57	22834.3	70	4942.71	1.14821e+06	3.57366e+06	18271.8	16348.1	726598	50	576622	34490.5	92251.9	20224.3	337918	146640	86249.3	147681	93180.6	44018.4	65245.5	78666.5	19807.6	12020.7	33470.7	169.5	31456.5	24549.1	199040	37144.6	565444	51005.3	145789	228210	100	263252	20259.2	212580	76786.6	197302	100	44796	59668.6	246483	380845	250386	75	21796.2	66996.8	50	67900.3	4.08691e+06	171209	5048.37	12811.8	44766	141735	149766	50452.7	7824.75	840910	50	50	50	13722.6	797503	81287.4	75	6689.6	50	399745	50	16669.9	196902	174038	50	1651.13	50	15827.1	23086.7	6419.53	100	100	71436.1	52864.6	10137.2	100	67207.2	15095.6	50	50	50	127344	27430.1	95993.9	167477	45360.4	82621.7	50	17361.3	100	100	34153.6	19843.9	6954	
Random36	973.648	14871.7	1.21776e+06	275580	12963.6	9151.28	50	50	39396.7	7445.36	876886	6483	22120.1	97500.6	53538.4	6878.06	91722	38234.2	100	48566.8	16238.9	50404.5	808.843	4227.97	70	6619.71	260970	309670	157300	2209.86	338186	503664	55065.5	299986	24560.1	214992	162224	245726	52117.6	73794.7	15845.9	664711	35906.5	21122.5	21326.5	4094.33	3194.86	75	128483	75952.4	76095.2	1.81792e+06	333059	16772.9	150	143010	20262.5	19002.9	1100.93	114599	75	68803.2	100	44338	57198.4	65122.3	77608.4	85881.4	75	34849.7	438384	4148.49	561838	144542	126135	1904.63	47398.4	164887	635.863	115803	8532.78	11161.9	360944	50	50	50	55906.4	1135	40174.6	8033.3	100	50	213854	50	30894.8	20791	34093	50	200490	50	203504	23325.8	16242.4	100	191427	211299	225617	185199	100	150	21128.6	50	50	50	264838	17989.9	27432.5	46736.7	50	203547	50	208997	8212.67	100	107282	100	100	
Random37	18092.7	67192.8	50	237533	50	1163	50	50	38101.1	5452.5	324396	12610.6	56794.4	236509	12736.4	113791	227900	120237	100	25014.5	24741.5	1.55442e+06	35831.6	293969	11754.6	1329.21	496109	537848	49503.9	17913.4	12376.1	144117	39342.4	31130.5	39617.8	26393	39463.2	58413.5	700849	201486	283378	9626.26	45917.3	37259.3	262752	278904	15812.1	14725.8	379742	221561	140798	3.58643e+06	670244	3393.76	52723	6425.04	21219.9	47709.3	32156.6	269008	75	1.07844e+06	100	7216.31	22930.1	121956	61922.9	27780.3	75	282687	15596.2	45191.1	67886.6	24206	267045	99215.7	10262.6	30761.9	15041.8	240471	25468.2	55974.9	1960.67	50	50	50	62.5	371	5502.5	75	23182.1	50	100	50	20290.7	52153.9	72819.8	50	90793.6	50	3.24769e+06	6039.83	1785.4	97660.3	23968.5	40283.6	100	13221.5	100	434546	42712.1	50	50	50	712101	5137.22	1.00002e+06	220467	50	150	50	75	100	100	27025.8	100	15085.1	
Random38	34824.6	47000.7	862654	4084.48	50	270048	50	50	121333	399178	120028	191413	266493	335245	14570.9	10817	1.1561e+06	512646	100	263232	128615	203929	280.37	36211.6	4385.52	369.156	370687	316768	43721.4	624.444	251998	50	6230.4	24286.4	25150.8	125775	318758	182593	54018.5	884935	2.52536e+06	4108.16	35476.5	132508	1.9482e+06	262779	29790.5	5302.5	339307	177009	529910	862754	141884	2604.33	28289.7	102166	100	245808	48879.5	409379	7084.04	542708	100	24705.8	71876.2	304410	1.67266e+06	20397.8	75	484678	50	50	625288	628004	332108	1932.04	141544	104106	77933.5	253046	36855.7	122870	9287.8	50	50	231716	2602.37	49053	399228	75	45773.3	50	100	50	618189	385745	614714	50	200	50	121461	1555.32	509.617	13470.2	100	134771	100	250622	100	115710	26025.7	50	165577	50	644447	30398.6	9.21935e+06	217623	50	74076.7	50	33979.9	151016	100	369339	184395	53661	
Random39	7168.49	106386	50	14740.7	50	731723	50	50	47489.4	45093	231997	93617.3	121694	103378	6780.5	4890.91	420709	182994	100	24913.6	14702	8897.26	25362.9	12396	70	1967.04	200848	1.78599e+06	74872.4	17336.7	3.08122e+06	30962.9	10017.4	36463.9	1419.58	56074	123678	12173.4	46244.7	59358.8	34689.8	105769	63102.7	278554	43926.7	70729.2	3876.6	75	19332.3	17275.8	126357	753516	147386	73264.5	150	857.25	390.167	447602	5158.62	131935	75	129580	100	113880	45545.3	65596	18647.5	8707.49	75	12995	50	74552.8	92597.7	403106	785327	3503.73	10527.7	38378.1	42639.5	2660.85	169845	3897.96	5.16258e+06	249959	50	50	62.5	243891	54597	75	14202.3	50	26822	50	140226	142272	98288.5	50	80125.2	83693.5	1264.04	7542.94	4109.28	53470.4	745844	78878.2	23483	28062	100	41550.6	9470.69	50	50	50	41650.6	12674.1	28976.1	265498	50	1777.75	50	4229.17	100	100	71315.9	100	464.675	
Random40	334825	8592.88	50	12815.9	50	195563	50	50	260794	90270	614533	196196	506047	366072	207	33289.5	2.03774e+06	848248	100	123906	58840.3	462632	113.537	106679	70	15904.8	711197	1.35607e+06	262.5	123.944	1.35602e+06	50	16111.8	35537.2	5359.54	3018.75	513198	37892	464818	226025	267938	247777	150	244698	293355	79237.2	130504	270.75	68998.8	72683.2	666099	2.27872e+06	145522	3397.36	150	35501.7	7997.17	407543	431930	457799	46204.2	604756	100	135394	80373	419704	37815.7	5773.79	75	409061	321760	57360.7	75162.5	12936.7	1.12198e+06	150	181219	338123	231073	7178.19	25165.7	81242.2	61051.6	50	50	50	25146.2	65171	90320	75	163941	50	528	50	130786	793194	699216	50	200	50	50225.8	77081.5	18197.2	100	2.40622e+06	850	100	5478.5	100	214889	49756.1	50	197740	50	675709	65974.2	232995	308376	50	59243.2	50	16089.2	422725	100	917759	108145	4377	
Random41	325916	6257.66	30279.7	55135.4	50	3872	50	50	13992.4	75	211305	8272.14	10643.6	92414.7	3443.8	4691.76	39110.5	20612.5	100	75572.2	25240.8	279299	678.213	2430.1	70	11574.2	142401	62551.5	48263.5	1817.97	40314.5	50	24000.7	92233.7	23211.2	1.435e+06	62208.3	405559	59167	136472	17871.9	5020.16	150	425894	100	112836	35446.8	802.75	17929.1	21342.2	224571	72841.3	67501	7900.46	322513	708413	100	173364	23303.9	117836	75	29639	441997	87032.5	12145.1	321847	484809	584408	75	594308	8560.5	50	186973	649240	43544.5	150	93963.7	150023	10379.6	394627	146717	121484	42318	5794.18	50	50	1017.42	1274	7084.24	75	1765.81	50	13475.2	50	43772.7	812544	71697.5	50	224214	50	15843.2	58439.8	10855.3	399971	5537.67	71382.1	9459.85	1.21837e+06	100	3233.08	5778.35	50	50	50	345961	7871.03	15776.3	323789	50	386099	287677	33060.7	736711	100	249501	216250	16544	
Random42	3306.51	648754	50	6881.25	50	96010.9	50	50	104246	82106.8	237013	4647	12654.6	284008	8424.3	168353	52027.9	24828.4	100	14055	4735	187184	298.833	1988.92	70	14961	91445	113831	2671.69	679.833	118083	50	23268.4	44965.8	198356	45695.6	380478	3.67497e+06	143192	149774	39395.6	167940	3449.57	26059.6	49228.9	4198.65	65836.9	42868.5	77388.3	34353.9	222687	428004	59748.5	272761	150	217310	12970.2	18165.8	6504.59	421023	10405.5	18051.7	100	261832	390061	49025	20465.6	793836	75	91558.9	50	49614.5	62064.7	596608	198690	150	2102	2.52163e+06	3101.93	390324	10940.8	21698.9	764.25	50	50	50	254355	31495	121926	59522.9	44622.6	50	33397.2	63011.7	21122.5	24971.6	17178	50	7472.87	50	388064	71628.9	17987.1	100	100	3213.88	12702	36249.3	100	158363	37353	50	50	50	5.92913e+06	47684	96489.8	28569.4	50	255971	50	1002	7721.87	100	119800	2.32209e+06	416	
Random43	9094.74	199383	1.5125e+06	20648.4	50	208894	50	50	40600.6	408450	248226	7436	6477.74	365100	47515.8	19442.1	27294	14155.6	100	29949.2	10033.1	19475.2	138.769	12790.1	1.28586e+06	10405.6	1.01692e+06	1.05339e+06	66844.3	199.639	500	50	9457.86	23186.5	7140.4	27916.7	322549	43407.4	292577	158710	193023	19479.8	150	150	100	40523.3	31537.9	75	158892	594634	269292	1.5126e+06	118904	2678.28	24804.7	100	24977.6	50520	5427.68	290718	75	331066	212235	23994.7	215152	292203	325437	7088.74	75	413689	31830.5	50	138839	128223	65651.6	299851	150761	732009	4956.71	28429.8	13482.1	127568	22994.8	50	50	50	3968.08	69282	451550	9363.53	625.599	240278	189763	50	47158.3	6210.14	79167.2	50	200	50	8455.07	52551.9	9731.55	100	7620.1	267177	100	45316.3	100	162386	36196.9	50	50	50	162486	40606.7	575540	200768	50	15812.7	50	838244	73109.8	100	303220	100	100	
Random44	9210.93	12167.4	50	196.5	50	34169	601760	50	24569.1	64606	799400	65931.3	20644.2	198686	3126.4	82353.5	17047	8726.46	100	432.75	194.25	29253.6	118.602	1229.69	70	28116.8	53817.7	793	90542.7	139.139	1.17311e+06	50	25681.4	245432	67619.7	36377.7	824975	69462.3	27797.3	54105.5	8608.1	79658.5	150	105005	535651	216063	2635.55	9175.29	37253.8	138842	176946	67894.2	269844	8843.12	165655	100	157018	22168.1	13606.5	238138	75	392156	100	130275	30777	373548	89277	73308.7	75	184153	243597	130747	933485	1.75804e+06	400	169505	252595	151811	47688.8	70504.3	52896	67254.2	116779	50	50	50	62.5	11373	64656	5763.25	11862.2	50	12205.6	50	105262	4179.05	37813.8	50	344573	50	26568.8	97580.8	68702.3	100	81856.2	150	100	18213.8	100	163514	41744.4	50	50	795838	163614	60881.4	7830.06	119044	341708	107391	50	75	100	100	723614	100	419977	
Random45	116673	28355.4	78679.3	19448	50	348929	50	839655	36604.6	80078.2	659827	58285.2	39783.8	238385	56546.6	18588.4	168673	67824.9	100	22068.5	7406.17	167783	473.593	6052.73	167888	14781.8	203249	668463	3804.3	1204.11	2525.41	50	22773.1	34306	75609.3	116857	317883	1.44089e+06	295356	98445.1	18366.6	2015.59	150	150	352.215	72174.3	160445	461813	53877.4	84431.2	229853	133213	164524	3519.36	25738.3	68245.7	466.932	45637.5	83218.4	292637	3668.38	58044.8	100	4325.93	102853	43748.5	17202.1	2.09962e+06	75	163809	7488.5	24281.5	58945.3	2.31153e+06	1405.41	111633	10521	2.69272e+06	60503.8	1.5338e+06	14133.9	41074.6	27818	50	50	50	62.5	116293	100649	75	100	50	225886	50	5404.34	75886.5	53429.5	50	200	50	61181.5	57117.6	174586	100	8359.43	15017.2	100	72491.2	739516	185452	48991.6	50	50	50	926012	40010.6	17902.7	15384.4	50	42707.3	50	123929	100	100	1.188e+06	539317	944	
Random46	50	344695	50	77894.3	65029	94217.9	50	50	42513	96437	234164	92785	36423.4	301693	14400.3	15178.4	140442	74092.7	100	100689	64627.9	246409	259.565	18680.6	45094.2	105710	324448	446266	52605.7	562.028	390867	50	19812.4	80655.9	5235.27	107882	117438	72541.4	59349	24007.5	298193	15196.6	162863	169242	164540	416519	674.913	4407.5	74320.2	635259	222175	568517	31050.3	12388	17525.3	18589.7	100	67495.9	4553.07	307029	52126.1	122474	330431	67804.6	106387	390964	32360.2	107053	12829.9	274197	50	50	151925	120323	390782	13617.3	93398.3	34111.7	2203.69	52682.6	204838	58980.9	15699.1	859741	50	50	62.5	1215	96487	75	17540.7	233764	100	50	150	1292.17	932378	50	60996.8	50	515017	307837	191739	87430.5	100	259905	100	88450.7	100	24427.8	12401.2	50	55943.8	50	40688.6	9045.52	199399	84228.6	240962	1264.33	50	4883.75	100	100	314579	53346.9	21196	
Random47	25261.8	116828	165368	11778.9	50	201032	50	50	24015.9	16755	95415.5	333299	14441	190222	59380.9	37173.5	59202.1	27277.2	100	740	296.667	30533.1	3198.11	1995.46	569732	15546.1	1.39108e+06	31535.9	15552.8	9377.67	31669.9	50	33540	16481.6	20779.2	148271	170489	102255	163458	1.48771e+06	8081.6	1616.8	150	255409	100	34239.9	32888.7	75	132421	540346	225429	169886	477664	6526.07	66778.3	104836	100	60131	27900.5	227919	2.49753e+06	16561.3	100	6165.24	147703	2.00242e+06	344107	49936.2	75	380401	50	197598	120802	163302	65353.5	150	126641	355966	183502	53273.8	15820.8	106115	73860.9	50	50	50	62.5	66994	16805	75	29325.2	50	237224	50	34711.4	13659.3	22914.7	50	11999.1	10764.2	6892.76	55135.7	75212.8	1.20501e+06	100	50212.1	100	176147	100	96283.8	30541.2	50	50	50	2.39475e+06	21387.9	12179.4	203016	50	38257.3	50	320829	419648	100	310471	100	100	
